Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Year,Month,Day,Hour,Latitude_x,Longitude_x,Latitude_y,Longitude_y,Latitude,Longitude
210,2020-12-01 03:00:00,2020-01-09 17:00:00,10-01-2020 06:07,Kolkata,573,PUBLIC INTOXICATION,43,F,Knife,Other Crime,18,Yes,2020-01-14 03:00:00,2020,1,9,6.0,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
213,2020-11-01 23:00:00,2020-01-09 20:00:00,10-01-2020 07:00,Kolkata,598,IDENTITY THEFT,19,F,Firearm,Violent Crime,6,Yes,2020-01-21 23:00:00,2020,1,9,7.0,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
214,2020-11-01 05:00:00,2020-01-09 21:00:00,10-01-2020 02:45,Bangalore,239,VEHICLE - STOLEN,73,M,Explosives,Violent Crime,13,Yes,2020-03-13 05:00:00,2020,1,9,2.0,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
215,2020-11-01 16:00:00,2020-01-09 22:00:00,10-01-2020 00:56,Delhi,267,SEXUAL ASSAULT,44,M,Explosives,Violent Crime,1,Yes,2021-09-01 16:00:00,2020,1,9,0.0,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
217,2020-12-01 18:00:00,2020-01-10 00:00:00,10-01-2020 05:32,Kolkata,572,COUNTERFEITING,73,M,Unknown,Other Crime,2,Yes,2020-02-23 18:00:00,2020,1,10,5.0,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
221,2020-10-01 23:00:00,2020-01-10 04:00:00,11-01-2020 03:16,Kolkata,218,VEHICLE - STOLEN,24,F,Unknown,Violent Crime,1,Yes,2020-02-15 23:00:00,2020,1,10,3.0,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
222,2020-11-01 08:00:00,2020-01-10 05:00:00,10-01-2020 05:29,Ludhiana,276,KIDNAPPING,69,F,Poison,Other Crime,7,Yes,2020-01-22 08:00:00,2020,1,10,5.0,30.9090157,75.851601,30.9090157,75.851601,30.9090157,75.851601
224,2020-12-01 21:00:00,2020-01-10 07:00:00,10-01-2020 23:31,Chennai,307,ROBBERY,49,F,Knife,Violent Crime,19,Yes,2020-05-01 21:00:00,2020,1,10,23.0,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
225,2020-10-01 19:00:00,2020-01-10 08:00:00,11-01-2020 00:10,Bangalore,153,CYBERCRIME,40,F,Firearm,Other Crime,5,Yes,2020-04-01 19:00:00,2020,1,10,0.0,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
227,2020-12-01 16:00:00,2020-01-10 10:00:00,10-01-2020 23:35,Mumbai,365,VANDALISM,35,F,Poison,Other Crime,15,Yes,2020-03-16 16:00:00,2020,1,10,23.0,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
229,,2020-01-10 12:00:00,11-01-2020 04:03,Jaipur,247,VEHICLE - STOLEN,61,F,Other,Violent Crime,18,Yes,2020-02-25 05:00:00,2020,1,10,4.0,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
232,2020-12-01 15:00:00,2020-01-10 15:00:00,11-01-2020 04:38,Patna,547,ARSON,32,F,Unknown,Fire Accident,12,Yes,2020-02-15 15:00:00,2020,1,10,4.0,25.6093239,85.1235252,25.6093239,85.1235252,25.6093239,85.1235252
235,2020-12-01 21:00:00,2020-01-10 18:00:00,10-01-2020 20:30,Mumbai,514,TRAFFIC VIOLATION,23,F,Firearm,Traffic Fatality,19,Yes,2020-01-14 21:00:00,2020,1,10,20.0,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
236,,2020-01-10 19:00:00,10-01-2020 22:34,Ludhiana,105,ARSON,14,M,Poison,Fire Accident,12,Yes,2020-04-07 02:00:00,2020,1,10,22.0,30.9090157,75.851601,30.9090157,75.851601,30.9090157,75.851601
242,2020-11-01 08:00:00,2020-01-11 01:00:00,11-01-2020 03:03,Bangalore,188,VANDALISM,59,F,Blunt Object,Other Crime,1,Yes,2020-02-12 08:00:00,2020,1,11,3.0,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
243,2020-12-01 01:00:00,2020-01-11 02:00:00,11-01-2020 11:51,Pune,512,FRAUD,48,F,Knife,Other Crime,4,Yes,2020-04-06 01:00:00,2020,1,11,11.0,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
244,,2020-01-11 03:00:00,11-01-2020 10:11,Kalyan,388,SEXUAL ASSAULT,18,F,Poison,Violent Crime,19,Yes,2020-08-21 22:00:00,2020,1,11,10.0,19.2396742,73.1366482,19.2396742,73.1366482,19.2396742,73.1366482
245,,2020-01-11 04:00:00,11-01-2020 14:49,Nagpur,423,ROBBERY,58,F,Firearm,Violent Crime,17,Yes,2020-06-27 00:00:00,2020,1,11,14.0,21.1498134,79.0820556,21.1498134,79.0820556,21.1498134,79.0820556
247,,2020-01-11 06:00:00,11-01-2020 08:58,Nagpur,432,EXTORTION,38,F,Blunt Object,Other Crime,6,Yes,2020-03-24 11:00:00,2020,1,11,8.0,21.1498134,79.0820556,21.1498134,79.0820556,21.1498134,79.0820556
248,,2020-01-11 07:00:00,11-01-2020 20:32,Ahmedabad,262,IDENTITY THEFT,77,F,Explosives,Violent Crime,13,Yes,2020-02-28 03:00:00,2020,1,11,20.0,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
249,,2020-01-11 08:00:00,12-01-2020 07:14,Thane,293,DOMESTIC VIOLENCE,70,F,Explosives,Violent Crime,8,Yes,2020-03-26 23:00:00,2020,1,11,7.0,19.1943294,72.9701779,19.1943294,72.9701779,19.1943294,72.9701779
250,,2020-01-11 09:00:00,11-01-2020 21:57,Nagpur,164,EXTORTION,11,F,Other,Other Crime,17,Yes,2020-01-23 22:00:00,2020,1,11,21.0,21.1498134,79.0820556,21.1498134,79.0820556,21.1498134,79.0820556
252,,2020-01-11 11:00:00,11-01-2020 15:11,Thane,182,SHOPLIFTING,71,F,Firearm,Other Crime,3,Yes,2020-03-31 05:00:00,2020,1,11,15.0,19.1943294,72.9701779,19.1943294,72.9701779,19.1943294,72.9701779
253,2020-12-01 03:00:00,2020-01-11 12:00:00,12-01-2020 01:17,Hyderabad,362,TRAFFIC VIOLATION,11,M,Other,Traffic Fatality,10,Yes,2020-02-06 03:00:00,2020,1,11,1.0,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
254,2020-12-01 18:00:00,2020-01-11 13:00:00,11-01-2020 15:04,Nashik,123,ILLEGAL POSSESSION,39,M,Unknown,Other Crime,3,Yes,2020-01-20 18:00:00,2020,1,11,15.0,20.0112475,73.7902364,20.0112475,73.7902364,20.0112475,73.7902364
256,,2020-01-11 15:00:00,12-01-2020 06:45,Kolkata,581,PUBLIC INTOXICATION,76,M,Explosives,Other Crime,9,Yes,2020-01-20 17:00:00,2020,1,11,6.0,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
257,2020-12-01 13:00:00,2020-01-11 16:00:00,12-01-2020 00:13,Hyderabad,230,EXTORTION,47,M,Blunt Object,Other Crime,4,Yes,2020-02-10 13:00:00,2020,1,11,0.0,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
259,2020-12-01 22:00:00,2020-01-11 18:00:00,11-01-2020 22:11,Mumbai,151,EXTORTION,33,M,Poison,Other Crime,8,Yes,2020-04-02 22:00:00,2020,1,11,22.0,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
261,2020-12-01 20:00:00,2020-01-11 20:00:00,12-01-2020 01:13,Chennai,542,BURGLARY,11,F,Unknown,Other Crime,7,Yes,2020-05-28 20:00:00,2020,1,11,1.0,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
262,2020-12-01 22:00:00,2020-01-11 21:00:00,12-01-2020 07:49,Ghaziabad,145,COUNTERFEITING,49,M,Blunt Object,Other Crime,13,Yes,2020-02-06 22:00:00,2020,1,11,7.0,28.7749966,77.4586967,28.7749966,77.4586967,28.7749966,77.4586967
264,,2020-01-11 23:00:00,12-01-2020 22:04,Kanpur,261,SEXUAL ASSAULT,69,F,Knife,Violent Crime,11,Yes,2020-12-18 22:00:00,2020,1,11,22.0,26.4609135,80.3217588,26.4609135,80.3217588,26.4609135,80.3217588
265,2020-12-01 17:00:00,2020-01-12 00:00:00,12-01-2020 19:08,Visakhapatnam,152,COUNTERFEITING,79,F,Blunt Object,Other Crime,14,Yes,2020-02-21 17:00:00,2020,1,12,19.0,17.6935526,83.2921297,17.6935526,83.2921297,17.6935526,83.2921297
268,,2020-01-12 03:00:00,12-01-2020 23:31,Kanpur,508,KIDNAPPING,16,F,Knife,Other Crime,8,Yes,2020-01-24 10:00:00,2020,1,12,23.0,26.4609135,80.3217588,26.4609135,80.3217588,26.4609135,80.3217588
270,,2020-01-12 05:00:00,12-01-2020 07:42,Srinagar,491,SHOPLIFTING,50,M,Explosives,Other Crime,11,Yes,2020-02-28 00:00:00,2020,1,12,7.0,34.0747444,74.8204443,34.0747444,74.8204443,34.0747444,74.8204443
272,,2020-01-12 07:00:00,12-01-2020 23:49,Hyderabad,292,PUBLIC INTOXICATION,39,F,Knife,Other Crime,3,Yes,2020-02-06 20:00:00,2020,1,12,23.0,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
279,,2020-01-12 14:00:00,13-01-2020 04:56,Chennai,410,TRAFFIC VIOLATION,58,M,Knife,Traffic Fatality,8,Yes,2020-01-30 09:00:00,2020,1,12,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
280,,2020-01-12 15:00:00,13-01-2020 04:19,Ludhiana,217,KIDNAPPING,45,F,Blunt Object,Other Crime,18,Yes,2020-04-07 05:00:00,2020,1,12,,30.9090157,75.851601,30.9090157,75.851601,30.9090157,75.851601
282,,2020-01-12 17:00:00,13-01-2020 00:49,Ludhiana,180,FRAUD,62,F,Other,Other Crime,2,Yes,2020-03-14 12:00:00,2020,1,12,,30.9090157,75.851601,30.9090157,75.851601,30.9090157,75.851601
284,,2020-01-12 19:00:00,13-01-2020 03:34,Mumbai,481,ARSON,55,F,Unknown,Fire Accident,5,Yes,2020-03-28 19:00:00,2020,1,12,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
286,,2020-01-12 21:00:00,13-01-2020 05:53,Mumbai,212,SHOPLIFTING,38,M,Other,Other Crime,11,Yes,2020-03-25 04:00:00,2020,1,12,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
287,,2020-01-12 22:00:00,13-01-2020 16:05,Pune,244,VEHICLE - STOLEN,12,F,Explosives,Violent Crime,3,Yes,2020-02-01 00:00:00,2020,1,12,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
288,,2020-01-12 23:00:00,13-01-2020 01:39,Bangalore,363,IDENTITY THEFT,30,F,Firearm,Violent Crime,9,Yes,2020-03-29 15:00:00,2020,1,12,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
289,,2020-01-13 00:00:00,13-01-2020 15:29,Chennai,550,ILLEGAL POSSESSION,25,F,Blunt Object,Other Crime,3,Yes,2020-01-25 08:00:00,2020,1,13,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
294,,2020-01-13 05:00:00,13-01-2020 10:55,Chennai,562,ASSAULT,51,F,Blunt Object,Violent Crime,4,Yes,2020-02-07 17:00:00,2020,1,13,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
295,,2020-01-13 06:00:00,13-01-2020 11:43,Bangalore,568,DOMESTIC VIOLENCE,48,M,Poison,Violent Crime,6,Yes,2020-03-07 15:00:00,2020,1,13,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
296,,2020-01-13 07:00:00,13-01-2020 13:14,Kolkata,262,VANDALISM,62,M,Other,Other Crime,4,Yes,2020-01-25 17:00:00,2020,1,13,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
298,,2020-01-13 09:00:00,14-01-2020 04:47,Kolkata,199,IDENTITY THEFT,32,M,Explosives,Violent Crime,19,Yes,2020-01-26 06:00:00,2020,1,13,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
300,,2020-01-13 11:00:00,14-01-2020 04:57,Nagpur,256,ROBBERY,55,F,Blunt Object,Violent Crime,7,Yes,2020-04-05 07:00:00,2020,1,13,,21.1498134,79.0820556,21.1498134,79.0820556,21.1498134,79.0820556
302,,2020-01-13 13:00:00,14-01-2020 00:49,Chennai,206,ARSON,59,F,Unknown,Fire Accident,12,Yes,2020-04-09 01:00:00,2020,1,13,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
304,,2020-01-13 15:00:00,13-01-2020 20:23,Kalyan,139,PUBLIC INTOXICATION,30,F,Unknown,Other Crime,11,Yes,2020-01-17 00:00:00,2020,1,13,,19.2396742,73.1366482,19.2396742,73.1366482,19.2396742,73.1366482
305,,2020-01-13 16:00:00,13-01-2020 16:47,Pune,126,TRAFFIC VIOLATION,13,F,Knife,Traffic Fatality,13,Yes,2020-01-21 22:00:00,2020,1,13,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
307,,2020-01-13 18:00:00,13-01-2020 22:40,Kanpur,528,TRAFFIC VIOLATION,50,F,Firearm,Traffic Fatality,3,Yes,2020-01-15 01:00:00,2020,1,13,,26.4609135,80.3217588,26.4609135,80.3217588,26.4609135,80.3217588
309,,2020-01-13 20:00:00,14-01-2020 17:26,Bangalore,577,SEXUAL ASSAULT,26,M,Firearm,Violent Crime,12,Yes,2021-07-10 12:00:00,2020,1,13,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
310,,2020-01-13 21:00:00,14-01-2020 16:26,Ahmedabad,494,DOMESTIC VIOLENCE,35,F,Poison,Violent Crime,9,Yes,2020-01-30 17:00:00,2020,1,13,,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
311,,2020-01-13 22:00:00,14-01-2020 16:21,Delhi,395,DRUG OFFENSE,29,F,Unknown,Other Crime,6,Yes,2020-04-04 17:00:00,2020,1,13,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
315,,2020-01-14 02:00:00,14-01-2020 17:13,Kanpur,389,BURGLARY,60,M,Poison,Other Crime,1,Yes,2020-04-24 04:00:00,2020,1,14,,26.4609135,80.3217588,26.4609135,80.3217588,26.4609135,80.3217588
316,,2020-01-14 03:00:00,14-01-2020 19:05,Delhi,361,BURGLARY,42,M,Other,Other Crime,11,Yes,2020-07-01 20:00:00,2020,1,14,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
317,,2020-01-14 04:00:00,14-01-2020 12:47,Mumbai,269,DOMESTIC VIOLENCE,42,F,Knife,Violent Crime,1,Yes,2020-01-23 13:00:00,2020,1,14,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
322,,2020-01-14 09:00:00,14-01-2020 15:37,Kolkata,503,TRAFFIC VIOLATION,62,M,Unknown,Traffic Fatality,18,Yes,2020-01-28 16:00:00,2020,1,14,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
325,,2020-01-14 12:00:00,14-01-2020 20:43,Bangalore,589,SHOPLIFTING,67,F,Explosives,Other Crime,6,Yes,2020-01-31 07:00:00,2020,1,14,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
330,,2020-01-14 17:00:00,15-01-2020 16:31,Surat,570,DRUG OFFENSE,42,F,Other,Other Crime,5,Yes,2020-02-23 16:00:00,2020,1,14,,21.2094892,72.8317058,21.2094892,72.8317058,21.2094892,72.8317058
331,,2020-01-14 18:00:00,15-01-2020 13:53,Delhi,358,ARSON,15,F,Poison,Fire Accident,18,Yes,2020-03-25 00:00:00,2020,1,14,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
332,,2020-01-14 19:00:00,14-01-2020 21:22,Delhi,586,ILLEGAL POSSESSION,57,M,Knife,Other Crime,17,Yes,2020-02-10 16:00:00,2020,1,14,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
333,,2020-01-14 20:00:00,15-01-2020 07:04,Mumbai,534,COUNTERFEITING,70,M,Explosives,Other Crime,14,Yes,2020-03-12 07:00:00,2020,1,14,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
336,,2020-01-14 23:00:00,15-01-2020 20:02,Ahmedabad,359,SHOPLIFTING,40,F,Unknown,Other Crime,5,Yes,2020-02-12 02:00:00,2020,1,14,,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
338,,2020-01-15 01:00:00,15-01-2020 06:07,Faridabad,477,SEXUAL ASSAULT,21,M,Other,Violent Crime,12,Yes,2020-08-31 22:00:00,2020,1,15,,28.4031478,77.3105561,28.4031478,77.3105561,28.4031478,77.3105561
339,,2020-01-15 02:00:00,15-01-2020 10:01,Kanpur,419,DOMESTIC VIOLENCE,64,F,Unknown,Violent Crime,6,Yes,2020-03-16 06:00:00,2020,1,15,,26.4609135,80.3217588,26.4609135,80.3217588,26.4609135,80.3217588
340,,2020-01-15 03:00:00,15-01-2020 17:40,Ahmedabad,167,PUBLIC INTOXICATION,36,F,Knife,Other Crime,13,Yes,2020-02-07 20:00:00,2020,1,15,,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
341,,2020-01-15 04:00:00,15-01-2020 16:24,Pune,101,ROBBERY,14,F,Knife,Violent Crime,12,Yes,2020-07-13 08:00:00,2020,1,15,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
343,,2020-01-15 06:00:00,15-01-2020 21:41,Pune,390,CYBERCRIME,46,M,Firearm,Other Crime,16,Yes,2020-03-30 23:00:00,2020,1,15,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
344,,2020-01-15 07:00:00,15-01-2020 07:58,Ghaziabad,559,ASSAULT,48,F,Unknown,Violent Crime,3,Yes,2020-04-12 06:00:00,2020,1,15,,28.7749966,77.4586967,28.7749966,77.4586967,28.7749966,77.4586967
348,,2020-01-15 11:00:00,16-01-2020 05:33,Delhi,277,ILLEGAL POSSESSION,55,M,Knife,Other Crime,13,Yes,2020-02-13 06:00:00,2020,1,15,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
350,,2020-01-15 13:00:00,15-01-2020 18:19,Bangalore,387,PUBLIC INTOXICATION,50,F,Poison,Other Crime,7,Yes,2020-02-09 10:00:00,2020,1,15,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
352,,2020-01-15 15:00:00,16-01-2020 01:58,Mumbai,270,CYBERCRIME,44,F,Blunt Object,Other Crime,11,Yes,2020-02-25 19:00:00,2020,1,15,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
353,,2020-01-15 16:00:00,16-01-2020 09:30,Delhi,205,ILLEGAL POSSESSION,64,F,Explosives,Other Crime,12,Yes,2020-03-07 09:00:00,2020,1,15,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
354,,2020-01-15 17:00:00,16-01-2020 05:24,Vasai,272,EXTORTION,78,F,Explosives,Other Crime,12,Yes,2020-03-20 12:00:00,2020,1,15,,19.3428238,72.805441,19.3428238,72.805441,19.3428238,72.805441
359,,2020-01-15 22:00:00,16-01-2020 18:11,Lucknow,503,ASSAULT,31,F,Other,Violent Crime,3,Yes,2020-03-04 20:00:00,2020,1,15,,26.8381,80.9346001,26.8381,80.9346001,26.8381,80.9346001
360,,2020-01-15 23:00:00,16-01-2020 04:29,Kolkata,418,BURGLARY,14,F,Explosives,Other Crime,2,Yes,2020-04-12 03:00:00,2020,1,15,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
362,,2020-01-16 01:00:00,16-01-2020 16:35,Ludhiana,502,CYBERCRIME,26,F,Poison,Other Crime,17,Yes,2020-02-04 17:00:00,2020,1,16,,30.9090157,75.851601,30.9090157,75.851601,30.9090157,75.851601
370,,2020-01-16 09:00:00,17-01-2020 02:08,Bangalore,213,COUNTERFEITING,28,M,Poison,Other Crime,19,Yes,2020-03-29 04:00:00,2020,1,16,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
374,,2020-01-16 13:00:00,16-01-2020 13:15,Meerut,552,DOMESTIC VIOLENCE,36,F,Other,Violent Crime,8,Yes,2020-02-25 08:00:00,2020,1,16,,29.0018557,77.7679671,29.0018557,77.7679671,29.0018557,77.7679671
376,,2020-01-16 15:00:00,17-01-2020 04:29,Lucknow,558,BURGLARY,29,F,Blunt Object,Other Crime,19,Yes,2020-03-31 11:00:00,2020,1,16,,26.8381,80.9346001,26.8381,80.9346001,26.8381,80.9346001
377,,2020-01-16 16:00:00,16-01-2020 17:57,Indore,432,BURGLARY,44,M,Blunt Object,Other Crime,18,Yes,2020-04-15 23:00:00,2020,1,16,,22.7203616,75.8681996,22.7203616,75.8681996,22.7203616,75.8681996
378,,2020-01-16 17:00:00,17-01-2020 11:31,Mumbai,103,BURGLARY,27,F,Unknown,Other Crime,12,Yes,2020-06-11 19:00:00,2020,1,16,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
380,,2020-01-16 19:00:00,17-01-2020 14:11,Ghaziabad,148,DRUG OFFENSE,36,F,Blunt Object,Other Crime,2,Yes,2020-04-11 00:00:00,2020,1,16,,28.7749966,77.4586967,28.7749966,77.4586967,28.7749966,77.4586967
381,,2020-01-16 20:00:00,16-01-2020 20:42,Surat,349,IDENTITY THEFT,69,F,Blunt Object,Violent Crime,6,Yes,2020-02-12 04:00:00,2020,1,16,,21.2094892,72.8317058,21.2094892,72.8317058,21.2094892,72.8317058
382,,2020-01-16 21:00:00,17-01-2020 10:33,Mumbai,587,IDENTITY THEFT,63,F,Poison,Violent Crime,3,Yes,2020-04-01 10:00:00,2020,1,16,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
388,,2020-01-17 03:00:00,18-01-2020 01:17,Rajkot,454,TRAFFIC VIOLATION,59,F,Poison,Traffic Fatality,12,Yes,2020-01-24 16:00:00,2020,1,17,,22.3053263,70.8028377,22.3053263,70.8028377,22.3053263,70.8028377
389,,2020-01-17 04:00:00,17-01-2020 06:55,Pune,118,IDENTITY THEFT,79,F,Other,Violent Crime,19,Yes,2020-04-09 20:00:00,2020,1,17,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
392,,2020-01-17 07:00:00,17-01-2020 17:42,Delhi,409,ILLEGAL POSSESSION,54,F,Knife,Other Crime,17,Yes,2020-03-10 12:00:00,2020,1,17,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
398,,2020-01-17 13:00:00,18-01-2020 00:41,Jaipur,367,ROBBERY,78,F,Firearm,Violent Crime,1,Yes,2020-02-27 15:00:00,2020,1,17,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
402,,2020-01-17 17:00:00,18-01-2020 03:18,Agra,169,BURGLARY,36,F,Unknown,Other Crime,12,Yes,2020-04-29 05:00:00,2020,1,17,,27.1752554,78.0098161,27.1752554,78.0098161,27.1752554,78.0098161
405,,2020-01-17 20:00:00,18-01-2020 00:27,Pune,456,IDENTITY THEFT,38,F,Unknown,Violent Crime,9,Yes,2020-03-31 10:00:00,2020,1,17,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
406,,2020-01-17 21:00:00,18-01-2020 01:42,Srinagar,522,BURGLARY,14,F,Poison,Other Crime,7,Yes,2020-03-25 01:00:00,2020,1,17,,34.0747444,74.8204443,34.0747444,74.8204443,34.0747444,74.8204443
408,,2020-01-17 23:00:00,18-01-2020 16:06,Varanasi,491,DOMESTIC VIOLENCE,52,F,Poison,Violent Crime,19,Yes,2020-04-14 17:00:00,2020,1,17,,25.3356491,83.0076292,25.3356491,83.0076292,25.3356491,83.0076292
410,,2020-01-18 01:00:00,18-01-2020 10:38,Chennai,505,SHOPLIFTING,49,F,Explosives,Other Crime,11,Yes,2020-04-13 09:00:00,2020,1,18,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
411,,2020-01-18 02:00:00,18-01-2020 21:32,Kolkata,500,FIREARM OFFENSE,29,M,Poison,Fire Accident,7,Yes,2020-03-08 01:00:00,2020,1,18,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
412,,2020-01-18 03:00:00,18-01-2020 20:04,Mumbai,129,KIDNAPPING,46,M,Knife,Other Crime,17,Yes,2020-03-28 14:00:00,2020,1,18,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
413,,2020-01-18 04:00:00,18-01-2020 21:47,Bangalore,213,VEHICLE - STOLEN,60,F,Other,Violent Crime,12,Yes,2020-02-19 02:00:00,2020,1,18,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
415,,2020-01-18 06:00:00,18-01-2020 07:58,Patna,371,VEHICLE - STOLEN,52,F,Knife,Violent Crime,2,Yes,2020-03-31 09:00:00,2020,1,18,,25.6093239,85.1235252,25.6093239,85.1235252,25.6093239,85.1235252
417,,2020-01-18 08:00:00,18-01-2020 13:59,Thane,532,SHOPLIFTING,47,F,Explosives,Other Crime,9,Yes,2020-04-15 09:00:00,2020,1,18,,19.1943294,72.9701779,19.1943294,72.9701779,19.1943294,72.9701779
418,,2020-01-18 09:00:00,19-01-2020 04:50,Delhi,342,ROBBERY,36,M,Knife,Violent Crime,2,Yes,2020-07-16 02:00:00,2020,1,18,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
419,,2020-01-18 10:00:00,18-01-2020 18:29,Ludhiana,237,DOMESTIC VIOLENCE,40,M,Knife,Violent Crime,16,Yes,2020-03-21 17:00:00,2020,1,18,,30.9090157,75.851601,30.9090157,75.851601,30.9090157,75.851601
420,,2020-01-18 11:00:00,18-01-2020 23:45,Jaipur,205,ROBBERY,12,F,Unknown,Violent Crime,17,Yes,2020-03-16 20:00:00,2020,1,18,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
423,,2020-01-18 14:00:00,19-01-2020 03:05,Hyderabad,163,KIDNAPPING,28,M,Unknown,Other Crime,9,Yes,2020-04-06 21:00:00,2020,1,18,,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
425,,2020-01-18 16:00:00,19-01-2020 03:35,Lucknow,539,ILLEGAL POSSESSION,45,M,Unknown,Other Crime,9,Yes,2020-03-16 03:00:00,2020,1,18,,26.8381,80.9346001,26.8381,80.9346001,26.8381,80.9346001
427,,2020-01-18 18:00:00,19-01-2020 12:57,Hyderabad,566,EXTORTION,29,F,Explosives,Other Crime,15,Yes,2020-04-08 11:00:00,2020,1,18,,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
428,,2020-01-18 19:00:00,18-01-2020 20:36,Bangalore,250,FIREARM OFFENSE,33,F,Poison,Fire Accident,3,Yes,2020-03-23 00:00:00,2020,1,18,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
430,,2020-01-18 21:00:00,19-01-2020 20:16,Delhi,471,BURGLARY,46,F,Blunt Object,Other Crime,5,Yes,2020-03-17 18:00:00,2020,1,18,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
431,,2020-01-18 22:00:00,19-01-2020 05:59,Jaipur,232,IDENTITY THEFT,14,F,Other,Violent Crime,9,Yes,2020-02-04 22:00:00,2020,1,18,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
